Beach_Name,Measurement_Date_And_Time,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life
Montrose Beach,2016-07-22 07:00:00,17.0,5.17433978494627,1.570235000996614,0.186,3.0,11.0
Ohio Street Beach,2016-07-22 07:00:00,19.5,2.89,1.570235000996614,0.115,3.0,10.9
Calumet Beach,2016-07-22 08:00:00,19.4,2.99,1.570235000996614,0.161,3.0,10.8
Montrose Beach,2016-07-22 08:00:00,17.4,5.17433978494627,1.570235000996614,0.163,4.0,11.0
Ohio Street Beach,2016-07-22 08:00:00,19.4,1.42,1.570235000996614,0.115,6.0,10.8
Calumet Beach,2016-07-22 09:00:00,19.5,1.66,1.570235000996614,0.193,2.0,10.8
Montrose Beach,2016-07-22 09:00:00,17.8,5.17433978494627,1.570235000996614,0.191,4.0,11.0
Ohio Street Beach,2016-07-22 09:00:00,19.7,1.46,1.570235000996614,0.1,3.0,10.8
Calumet Beach,2016-07-22 10:00:00,20.0,1.63,1.570235000996614,0.151,3.0,10.8
Montrose Beach,2016-07-22 10:00:00,17.5,5.17433978494627,1.570235000996614,0.196,3.0,11.0
Ohio Street Beach,2016-07-22 10:00:00,20.1,1.07,1.570235000996614,0.137,3.0,10.8
Calumet Beach,2016-07-22 11:00:00,19.5,1.56,1.570235000996614,0.156,3.0,10.8
Montrose Beach,2015-07-03 00:00:00,18.5,6.17,1.570235000996614,0.358,4.0,11.7
Osterman Beach,2015-07-03 00:00:00,18.5,7.8,1.570235000996614,0.305,4.0,11.5
Ohio Street Beach,2015-07-03 00:00:00,18.9,4.11,1.570235000996614,0.19,4.0,11.0
Rainbow Beach,2015-07-02 23:00:00,18.9,3.35,1.570235000996614,0.371,4.0,11.0
Calumet Beach,2015-07-03 01:00:00,19.2,1.76,1.570235000996614,0.215,4.0,12.5
63rd Street Beach,2015-07-03 01:00:00,18.7,3.65,1.570235000996614,0.302,4.0,11.6
Montrose Beach,2015-07-03 01:00:00,18.3,6.39,1.570235000996614,0.357,4.0,11.7
Osterman Beach,2015-07-03 01:00:00,18.4,6.56,1.570235000996614,0.291,4.0,11.5
Ohio Street Beach,2015-07-03 01:00:00,18.8,4.11,1.570235000996614,0.204,4.0,10.9
Rainbow Beach,2015-07-03 00:00:00,18.8,5.66,1.570235000996614,0.376,4.0,11.0
Calumet Beach,2015-07-03 02:00:00,19.1,1.8,1.570235000996614,0.197,4.0,12.4
63rd Street Beach,2015-07-03 02:00:00,18.7,3.41,1.570235000996614,0.316,4.0,11.6
Montrose Beach,2015-07-03 02:00:00,18.2,6.12,1.570235000996614,0.324,4.0,11.7
Osterman Beach,2015-07-03 02:00:00,18.3,7.6,1.570235000996614,0.297,4.0,11.5
Ohio Street Beach,2015-07-03 02:00:00,18.7,3.43,1.570235000996614,0.195,4.0,10.9
Rainbow Beach,2015-07-03 01:00:00,18.7,6.72,1.570235000996614,0.354,4.0,11.0
Calumet Beach,2015-07-03 03:00:00,19.0,1.71,1.570235000996614,0.185,4.0,12.4
63rd Street Beach,2015-07-03 03:00:00,18.7,3.18,1.570235000996614,0.281,5.0,11.6
Montrose Beach,2015-07-03 03:00:00,18.2,5.25,1.570235000996614,0.326,4.0,11.7
Osterman Beach,2015-07-03 03:00:00,18.3,6.13,1.570235000996614,0.286,4.0,11.5
Ohio Street Beach,2015-07-03 03:00:00,18.7,3.49,1.570235000996614,0.183,4.0,10.9
Rainbow Beach,2015-07-03 02:00:00,18.7,4.74,1.570235000996614,0.339,4.0,11.0
Calumet Beach,2015-07-03 04:00:00,19.0,1.83,1.570235000996614,0.188,5.0,12.4
63rd Street Beach,2015-07-03 04:00:00,18.6,3.16,1.570235000996614,0.263,4.0,11.6
Montrose Beach,2015-07-03 04:00:00,18.1,5.14,1.570235000996614,0.301,4.0,11.7
Osterman Beach,2015-07-03 04:00:00,18.3,6.35,1.570235000996614,0.279,4.0,11.5
Ohio Street Beach,2015-07-03 04:00:00,18.6,3.15,1.570235000996614,0.168,4.0,10.9
Rainbow Beach,2015-07-03 03:00:00,18.6,5.52,1.570235000996614,0.324,4.0,11.0
Calumet Beach,2015-07-03 05:00:00,18.9,1.9,1.570235000996614,0.193,4.0,12.4
Montrose Beach,2015-07-03 05:00:00,18.1,4.27,1.570235000996614,0.29,4.0,11.7
Osterman Beach,2015-07-03 05:00:00,18.2,5.57,1.570235000996614,0.278,4.0,11.5
Ohio Street Beach,2015-07-03 05:00:00,18.5,2.76,1.570235000996614,0.17,4.0,10.9
Rainbow Beach,2015-07-03 04:00:00,18.6,6.43,1.570235000996614,0.316,5.0,11.0
Calumet Beach,2015-07-03 06:00:00,18.8,1.87,1.570235000996614,0.179,5.0,12.4
Calumet Beach,2015-07-03 16:00:00,20.4,1.26,1.570235000996614,0.16,2.0,12.3
Montrose Beach,2015-07-03 06:00:00,18.0,4.06,1.570235000996614,0.278,4.0,11.7
Osterman Beach,2015-07-03 06:00:00,18.1,5.67,1.570235000996614,0.245,4.0,11.5
Ohio Street Beach,2015-07-03 06:00:00,18.5,2.83,1.570235000996614,0.159,4.0,10.9
Rainbow Beach,2015-07-03 05:00:00,18.5,5.75,1.570235000996614,0.278,4.0,11.0
63rd Street Beach,2015-07-03 05:00:00,18.6,3.06,1.570235000996614,0.244,5.0,11.6
Calumet Beach,2015-07-03 07:00:00,18.7,1.75,1.570235000996614,0.187,3.0,12.4
63rd Street Beach,2015-07-03 07:00:00,18.5,3.19,1.570235000996614,0.222,4.0,11.6
Montrose Beach,2015-07-03 07:00:00,18.0,4.4,1.570235000996614,0.271,4.0,11.7
Osterman Beach,2015-07-03 07:00:00,18.1,5.43,1.570235000996614,0.24,4.0,11.5
Ohio Street Beach,2015-07-03 07:00:00,18.5,2.59,1.570235000996614,0.162,4.0,10.9
Rainbow Beach,2015-07-03 06:00:00,18.5,4.93,1.570235000996614,0.275,4.0,11.0
Calumet Beach,2015-07-03 08:00:00,18.8,1.7,1.570235000996614,0.173,3.0,12.4
63rd Street Beach,2015-07-03 08:00:00,18.4,3.25,1.570235000996614,0.205,4.0,11.6
Montrose Beach,2015-07-03 08:00:00,18.1,4.42,1.570235000996614,0.25,4.0,11.7
Osterman Beach,2015-07-03 08:00:00,18.2,5.11,1.570235000996614,0.24,4.0,11.5
Ohio Street Beach,2015-07-03 08:00:00,18.5,2.34,1.570235000996614,0.159,4.0,10.9
Rainbow Beach,2015-07-03 07:00:00,18.6,3.2,1.570235000996614,0.268,4.0,11.0
Calumet Beach,2015-07-04 12:00:00,20.7,1.35,1.570235000996614,0.117,3.0,12.2
63rd Street Beach,2015-07-04 12:00:00,20.3,1.61,1.570235000996614,0.141,2.0,11.5
Montrose Beach,2015-07-04 12:00:00,20.1,2.19,1.570235000996614,0.178,4.0,11.7
Osterman Beach,2015-07-04 12:00:00,20.1,1.37,1.570235000996614,0.141,4.0,11.1
Ohio Street Beach,2015-07-04 12:00:00,20.3,1.35,1.570235000996614,0.155,3.0,10.9
Rainbow Beach,2015-07-04 11:00:00,20.0,1.43,1.570235000996614,0.11,3.0,11.0
Calumet Beach,2015-07-06 03:00:00,21.4,0.85,1.570235000996614,0.078,3.0,12.0
63rd Street Beach,2015-07-06 03:00:00,20.4,1.13,1.570235000996614,0.082,6.0,11.5
Montrose Beach,2015-07-06 03:00:00,18.1,0.33,1.570235000996614,0.114,5.0,11.6
Osterman Beach,2015-07-06 03:00:00,18.6,0.68,1.570235000996614,0.125,2.0,11.3
Ohio Street Beach,2015-07-06 03:00:00,19.9,1.83,1.570235000996614,0.073,3.0,10.9
Rainbow Beach,2015-07-06 02:00:00,19.6,1.03,1.570235000996614,0.096,7.0,10.9
Calumet Beach,2015-07-06 05:00:00,21.2,0.78,1.570235000996614,0.068,5.0,12.0
63rd Street Beach,2015-07-06 05:00:00,19.8,0.9,1.570235000996614,0.074,10.0,11.5
Montrose Beach,2015-07-06 05:00:00,18.0,0.33,1.570235000996614,0.11,9.0,11.6
Osterman Beach,2015-07-06 05:00:00,18.5,0.67,1.570235000996614,0.119,9.0,11.4
Ohio Street Beach,2015-07-06 05:00:00,19.8,2.22,1.570235000996614,0.072,9.0,10.9
Rainbow Beach,2015-07-06 04:00:00,19.1,0.77,1.570235000996614,0.093,5.0,10.9
Montrose Beach,2015-07-03 09:00:00,18.2,4.01,1.570235000996614,0.259,4.0,11.7
Osterman Beach,2015-07-03 09:00:00,18.3,5.69,1.570235000996614,0.236,3.0,11.5
Ohio Street Beach,2015-07-03 09:00:00,18.6,2.17,1.570235000996614,0.154,4.0,10.9
Rainbow Beach,2015-07-03 08:00:00,18.6,3.28,1.570235000996614,0.24,4.0,11.0
Calumet Beach,2015-07-03 10:00:00,19.1,1.38,1.570235000996614,0.15,4.0,12.4
Montrose Beach,2015-07-03 10:00:00,18.4,4.07,1.570235000996614,0.245,3.0,11.7
Osterman Beach,2015-07-03 10:00:00,18.5,5.12,1.570235000996614,0.241,3.0,11.5
Ohio Street Beach,2015-07-03 10:00:00,18.7,2.23,1.570235000996614,0.158,4.0,10.9
Rainbow Beach,2015-07-03 09:00:00,18.7,2.31,1.570235000996614,0.243,4.0,11.0
63rd Street Beach,2015-07-03 09:00:00,18.6,2.75,1.570235000996614,0.206,4.0,11.6
Calumet Beach,2015-07-03 11:00:00,19.3,1.58,1.570235000996614,0.139,4.0,12.4
63rd Street Beach,2015-07-03 11:00:00,19.0,2.82,1.570235000996614,0.191,4.0,11.6
Montrose Beach,2015-07-03 11:00:00,18.6,4.34,1.570235000996614,0.249,4.0,11.7
Osterman Beach,2015-07-03 11:00:00,18.6,5.47,1.570235000996614,0.231,3.0,11.5
Ohio Street Beach,2015-07-03 11:00:00,18.9,2.28,1.570235000996614,0.164,4.0,10.9
Rainbow Beach,2015-07-03 10:00:00,18.9,2.11,1.570235000996614,0.227,4.0,11.0
Calumet Beach,2015-07-03 12:00:00,19.4,1.38,1.570235000996614,0.139,4.0,12.4
63rd Street Beach,2015-07-03 12:00:00,19.2,3.63,1.570235000996614,0.187,4.0,11.6
Montrose Beach,2015-07-03 12:00:00,18.8,3.7,1.570235000996614,0.239,3.0,11.7
Osterman Beach,2015-07-03 12:00:00,18.8,4.94,1.570235000996614,0.22,4.0,11.5
Ohio Street Beach,2015-07-03 12:00:00,19.2,2.06,1.570235000996614,0.166,4.0,10.9
Rainbow Beach,2015-07-03 11:00:00,19.1,2.33,1.570235000996614,0.229,4.0,11.0
Calumet Beach,2015-07-03 13:00:00,19.6,1.37,1.570235000996614,0.143,4.0,12.3
63rd Street Beach,2015-07-03 13:00:00,19.6,3.27,1.570235000996614,0.182,3.0,11.6
Montrose Beach,2015-07-03 13:00:00,19.1,3.5,1.570235000996614,0.242,3.0,11.7
Osterman Beach,2015-07-03 13:00:00,19.1,4.84,1.570235000996614,0.219,3.0,11.5
Ohio Street Beach,2015-07-03 13:00:00,19.9,1.82,1.570235000996614,0.185,3.0,10.9
Rainbow Beach,2015-07-03 12:00:00,19.2,2.12,1.570235000996614,0.224,4.0,11.0
Calumet Beach,2015-07-03 14:00:00,20.0,1.27,1.570235000996614,0.135,3.0,12.3
63rd Street Beach,2015-07-03 14:00:00,19.8,2.88,1.570235000996614,0.18,3.0,11.6
Montrose Beach,2015-07-03 14:00:00,19.4,3.88,1.570235000996614,0.233,4.0,11.7
Osterman Beach,2015-07-03 14:00:00,19.4,4.76,1.570235000996614,0.211,3.0,11.5
Ohio Street Beach,2015-07-03 14:00:00,20.4,1.6,1.570235000996614,0.181,4.0,10.9
Rainbow Beach,2015-07-03 13:00:00,19.5,2.04,1.570235000996614,0.231,4.0,11.0
Calumet Beach,2015-07-03 15:00:00,20.3,1.26,1.570235000996614,0.147,2.0,12.3
63rd Street Beach,2015-07-03 15:00:00,20.1,2.92,1.570235000996614,0.184,3.0,11.5
Montrose Beach,2015-07-03 15:00:00,20.6,3.95,1.570235000996614,0.22,3.0,11.7
Osterman Beach,2015-07-03 15:00:00,19.4,3.16,1.570235000996614,0.196,4.0,11.5
Ohio Street Beach,2015-07-03 15:00:00,21.1,1.66,1.570235000996614,0.165,3.0,10.9
Rainbow Beach,2015-07-03 14:00:00,19.7,2.03,1.570235000996614,0.224,4.0,11.0
Calumet Beach,2015-07-05 03:00:00,20.6,1.43,1.570235000996614,0.091,3.0,12.1
63rd Street Beach,2015-07-05 03:00:00,20.4,1.34,1.570235000996614,0.087,6.0,11.5
Montrose Beach,2015-07-05 03:00:00,18.3,0.94,1.570235000996614,0.101,5.0,11.7
Osterman Beach,2015-07-05 03:00:00,18.6,30.5,1.570235000996614,0.113,4.0,11.3
Ohio Street Beach,2015-07-05 03:00:00,19.5,1.93,1.570235000996614,0.077,6.0,10.9
Rainbow Beach,2015-07-05 01:00:00,20.0,1.21,1.570235000996614,0.121,4.0,11.0
Calumet Beach,2016-06-06 02:00:00,13.8,0.74,1.570235000996614,0.141,4.0,11.3
Montrose Beach,2016-06-06 02:00:00,12.7,5.17433978494627,1.570235000996614,0.234,4.0,11.4
Ohio Street Beach,2016-06-06 02:00:00,13.2,1.03,1.570235000996614,0.146,4.0,11.4
Montrose Beach,2016-07-22 11:00:00,18.0,5.17433978494627,1.570235000996614,0.186,4.0,11.0
Ohio Street Beach,2016-07-22 11:00:00,20.5,0.99,1.570235000996614,0.137,3.0,10.8
Calumet Beach,2016-08-05 00:00:00,25.4,1.09,1.570235000996614,0.096,3.0,10.1
Montrose Beach,2016-08-05 00:00:00,22.7,5.17433978494627,1.570235000996614,0.097,8.0,12.4
Ohio Street Beach,2016-08-05 00:00:00,25.2,1.19,1.570235000996614,0.079,2.0,11.4
Calumet Beach,2016-08-05 01:00:00,25.0,1.15,1.570235000996614,0.088,4.0,10.1
Montrose Beach,2016-08-05 01:00:00,22.7,5.17433978494627,1.570235000996614,0.097,7.0,12.4
Ohio Street Beach,2016-08-05 01:00:00,25.2,1.24,1.570235000996614,0.07,7.0,11.4
Calumet Beach,2016-08-05 03:00:00,24.3,1.53,1.570235000996614,0.139,2.0,10.1
Montrose Beach,2016-08-05 03:00:00,22.6,5.17433978494627,1.570235000996614,0.091,5.0,12.4
Ohio Street Beach,2016-08-05 03:00:00,25.0,1.11,1.570235000996614,0.075,2.0,11.4
Calumet Beach,2016-08-05 04:00:00,24.3,1.45,1.570235000996614,0.121,2.0,10.1
Montrose Beach,2016-08-05 04:00:00,22.6,5.17433978494627,1.570235000996614,0.101,10.0,12.4
Ohio Street Beach,2016-08-05 04:00:00,24.9,1.07,1.570235000996614,0.074,3.0,11.4
Calumet Beach,2016-08-05 05:00:00,24.2,1.18,1.570235000996614,0.096,5.0,10.1
Montrose Beach,2016-08-05 05:00:00,22.6,5.17433978494627,1.570235000996614,0.109,9.0,12.4
Ohio Street Beach,2016-08-05 05:00:00,24.9,1.21,1.570235000996614,0.079,10.0,11.4
Calumet Beach,2016-08-05 06:00:00,24.1,0.99,1.570235000996614,0.099,8.0,10.1
Montrose Beach,2016-08-05 06:00:00,22.5,5.17433978494627,1.570235000996614,0.1,8.0,12.4
Ohio Street Beach,2016-08-05 06:00:00,24.9,1.15,1.570235000996614,0.074,8.0,11.4
63rd Street Beach,2015-07-03 16:00:00,20.3,2.61,1.570235000996614,0.179,4.0,11.5
Montrose Beach,2015-07-03 16:00:00,20.6,3.71,1.570235000996614,0.213,3.0,11.7
Osterman Beach,2015-07-03 16:00:00,19.8,4.16,1.570235000996614,0.219,3.0,11.5
Ohio Street Beach,2015-07-03 16:00:00,20.9,1.49,1.570235000996614,0.157,3.0,10.9
Rainbow Beach,2015-07-03 15:00:00,20.3,2.88,1.570235000996614,0.228,4.0,11.0
Calumet Beach,2015-07-03 17:00:00,20.6,1.25,1.570235000996614,0.16,3.0,12.3
63rd Street Beach,2015-07-03 17:00:00,20.5,3.47,1.570235000996614,0.202,4.0,11.5
Montrose Beach,2015-07-03 17:00:00,21.3,4.34,1.570235000996614,0.205,3.0,11.7
Osterman Beach,2015-07-03 17:00:00,19.9,3.8,1.570235000996614,0.182,4.0,11.3
Ohio Street Beach,2015-07-03 17:00:00,21.4,1.47,1.570235000996614,0.165,4.0,10.9
Rainbow Beach,2015-07-03 16:00:00,20.8,4.64,1.570235000996614,0.235,4.0,11.0
Calumet Beach,2015-07-03 18:00:00,20.7,1.24,1.570235000996614,0.156,2.0,12.3
63rd Street Beach,2015-07-03 18:00:00,20.6,3.81,1.570235000996614,0.163,4.0,11.5
Montrose Beach,2015-07-03 18:00:00,21.8,4.79,1.570235000996614,0.199,3.0,11.7
Osterman Beach,2015-07-03 18:00:00,19.9,3.79,1.570235000996614,0.18,4.0,11.5
Ohio Street Beach,2015-07-03 18:00:00,21.6,1.45,1.570235000996614,0.159,4.0,10.9
Rainbow Beach,2015-07-03 17:00:00,21.2,4.64,1.570235000996614,0.241,4.0,11.0
Calumet Beach,2015-07-03 19:00:00,20.7,1.21,1.570235000996614,0.136,4.0,12.3
63rd Street Beach,2015-07-03 19:00:00,21.7,4.5,1.570235000996614,0.169,4.0,11.6
Montrose Beach,2015-07-03 19:00:00,21.0,3.84,1.570235000996614,0.165,4.0,11.7
Osterman Beach,2015-07-03 19:00:00,20.0,3.99,1.570235000996614,0.177,4.0,11.5
Ohio Street Beach,2015-07-03 19:00:00,21.4,1.56,1.570235000996614,0.148,3.0,10.9
Rainbow Beach,2015-07-03 18:00:00,21.7,3.88,1.570235000996614,0.214,4.0,11.0
Calumet Beach,2015-07-03 20:00:00,20.6,1.26,1.570235000996614,0.173,3.0,12.3
63rd Street Beach,2015-07-03 20:00:00,21.6,5.08,1.570235000996614,0.167,6.0,11.5
Montrose Beach,2015-07-03 20:00:00,20.5,3.96,1.570235000996614,0.184,4.0,11.7
Osterman Beach,2015-07-03 20:00:00,19.7,3.63,1.570235000996614,0.165,4.0,11.5
Ohio Street Beach,2015-07-03 20:00:00,21.0,1.54,1.570235000996614,0.129,4.0,10.9
Rainbow Beach,2015-07-03 19:00:00,21.6,3.02,1.570235000996614,0.204,3.0,11.0
Calumet Beach,2015-07-04 11:00:00,20.2,1.22,1.570235000996614,0.093,2.0,12.2
63rd Street Beach,2015-07-04 11:00:00,20.1,1.62,1.570235000996614,0.096,4.0,11.5
Montrose Beach,2015-07-04 11:00:00,19.8,1.8,1.570235000996614,0.131,3.0,11.7
Osterman Beach,2015-07-04 11:00:00,19.6,1.39,1.570235000996614,0.112,4.0,11.4
Ohio Street Beach,2015-07-04 11:00:00,20.2,1.24,1.570235000996614,0.117,2.0,10.9
Rainbow Beach,2015-07-04 10:00:00,19.9,1.34,1.570235000996614,0.121,5.0,11.0
Calumet Beach,2015-07-03 21:00:00,20.7,1.44,1.570235000996614,0.123,2.0,12.3
63rd Street Beach,2015-07-03 21:00:00,21.1,4.81,1.570235000996614,0.143,4.0,11.5
Montrose Beach,2015-07-03 21:00:00,20.8,4.3,1.570235000996614,0.166,4.0,11.7
Osterman Beach,2015-07-03 21:00:00,19.9,3.75,1.570235000996614,0.159,3.0,11.5
Ohio Street Beach,2015-07-03 21:00:00,20.3,1.53,1.570235000996614,0.134,4.0,10.9
Rainbow Beach,2015-07-03 20:00:00,20.8,2.36,1.570235000996614,0.203,4.0,11.0
Calumet Beach,2015-07-03 22:00:00,20.8,1.41,1.570235000996614,0.116,3.0,12.3
63rd Street Beach,2015-07-03 22:00:00,20.3,2.82,1.570235000996614,0.141,3.0,11.5
Montrose Beach,2015-07-03 22:00:00,20.4,3.98,1.570235000996614,0.153,3.0,11.7
Osterman Beach,2015-07-03 22:00:00,19.6,3.48,1.570235000996614,0.154,3.0,11.2
Ohio Street Beach,2015-07-03 22:00:00,19.9,1.49,1.570235000996614,0.144,3.0,10.9
Rainbow Beach,2015-07-03 21:00:00,20.6,3.66,1.570235000996614,0.169,4.0,11.0
Calumet Beach,2015-07-03 23:00:00,20.7,1.71,1.570235000996614,0.111,3.0,12.3
63rd Street Beach,2015-07-03 23:00:00,20.0,2.64,1.570235000996614,0.131,4.0,11.5
Montrose Beach,2015-07-03 23:00:00,20.0,3.69,1.570235000996614,0.17,3.0,11.7
Osterman Beach,2015-07-03 23:00:00,19.5,3.22,1.570235000996614,0.141,3.0,11.4
Ohio Street Beach,2015-07-03 23:00:00,19.6,1.58,1.570235000996614,0.123,3.0,10.9
Rainbow Beach,2015-07-03 22:00:00,20.4,3.49,1.570235000996614,0.168,3.0,11.0
Calumet Beach,2015-07-04 00:00:00,20.5,1.59,1.570235000996614,0.125,3.0,12.3
63rd Street Beach,2015-07-04 00:00:00,19.8,2.58,1.570235000996614,0.114,3.0,11.5
Montrose Beach,2015-07-04 00:00:00,20.0,4.46,1.570235000996614,0.158,3.0,11.7
Osterman Beach,2015-07-04 00:00:00,19.2,2.69,1.570235000996614,0.141,3.0,11.3
Ohio Street Beach,2015-07-04 00:00:00,19.6,1.56,1.570235000996614,0.125,4.0,10.9
Rainbow Beach,2015-07-03 23:00:00,20.2,3.49,1.570235000996614,0.157,4.0,11.0
Calumet Beach,2015-07-04 01:00:00,20.1,1.37,1.570235000996614,0.096,4.0,12.3
63rd Street Beach,2015-07-04 01:00:00,19.7,2.45,1.570235000996614,0.119,3.0,11.5
Montrose Beach,2015-07-04 01:00:00,19.4,3.52,1.570235000996614,0.142,3.0,11.7
Osterman Beach,2015-07-04 01:00:00,19.1,2.46,1.570235000996614,0.131,3.0,11.2
Ohio Street Beach,2015-07-04 01:00:00,19.5,1.64,1.570235000996614,0.104,3.0,10.9
Rainbow Beach,2015-07-04 00:00:00,20.0,2.41,1.570235000996614,0.142,3.0,11.0
Calumet Beach,2015-07-04 02:00:00,19.9,1.46,1.570235000996614,0.098,2.0,12.2
63rd Street Beach,2015-07-04 02:00:00,19.7,2.16,1.570235000996614,0.109,3.0,11.5
Montrose Beach,2015-07-04 02:00:00,19.2,2.98,1.570235000996614,0.13,3.0,11.7
Osterman Beach,2015-07-04 02:00:00,19.0,2.23,1.570235000996614,0.124,3.0,11.0
Ohio Street Beach,2015-07-04 02:00:00,19.4,1.76,1.570235000996614,0.094,3.0,10.9
Rainbow Beach,2015-07-04 01:00:00,19.8,1.89,1.570235000996614,0.143,3.0,11.0
Calumet Beach,2016-06-06 03:00:00,13.7,0.89,1.570235000996614,0.144,4.0,11.3
Montrose Beach,2016-06-06 03:00:00,12.8,5.17433978494627,1.570235000996614,0.222,4.0,11.4
Ohio Street Beach,2016-06-06 03:00:00,13.1,3.62,1.570235000996614,0.159,4.0,11.4
Calumet Beach,2016-06-06 05:00:00,13.7,1.01,1.570235000996614,0.13,4.0,11.3
Montrose Beach,2016-06-06 05:00:00,12.7,5.17433978494627,1.570235000996614,0.18,4.0,11.4
Ohio Street Beach,2016-06-06 05:00:00,12.4,0.92,1.570235000996614,0.14,4.0,11.4
Ohio Street Beach,2016-06-06 07:00:00,12.3,0.75,1.570235000996614,0.126,4.0,11.4
Calumet Beach,2016-06-06 08:00:00,14.2,0.64,1.570235000996614,0.106,3.0,11.2
Montrose Beach,2016-06-06 08:00:00,12.9,5.17433978494627,1.570235000996614,0.173,4.0,11.4
Ohio Street Beach,2016-06-06 08:00:00,12.9,0.74,1.570235000996614,0.128,4.0,11.4
Calumet Beach,2016-06-06 10:00:00,14.7,1.01,1.570235000996614,0.094,4.0,11.2
Montrose Beach,2016-06-06 10:00:00,13.3,5.17433978494627,1.570235000996614,0.133,6.0,11.3
Ohio Street Beach,2016-06-06 10:00:00,13.6,0.99,1.570235000996614,0.107,4.0,11.4
Calumet Beach,2016-06-06 11:00:00,14.9,0.98,1.570235000996614,0.101,4.0,11.2
Montrose Beach,2016-06-06 11:00:00,13.6,5.17433978494627,1.570235000996614,0.122,4.0,11.3
Ohio Street Beach,2016-06-06 11:00:00,14.3,0.77,1.570235000996614,0.11,4.0,11.4
Calumet Beach,2016-06-06 12:00:00,14.9,1.36,1.570235000996614,0.088,4.0,11.2
Montrose Beach,2016-06-06 12:00:00,13.8,5.17433978494627,1.570235000996614,0.117,4.0,11.3
Ohio Street Beach,2016-06-06 12:00:00,14.5,0.54,1.570235000996614,0.103,3.0,11.4
Calumet Beach,2016-06-06 13:00:00,14.1,1.4,1.570235000996614,0.086,5.0,11.2
Montrose Beach,2016-06-06 13:00:00,13.8,5.17433978494627,1.570235000996614,0.118,4.0,11.3
Ohio Street Beach,2016-06-06 13:00:00,15.0,0.54,1.570235000996614,0.112,4.0,11.4
Calumet Beach,2016-06-06 14:00:00,14.0,1.22,1.570235000996614,0.091,5.0,11.2
Montrose Beach,2016-06-06 14:00:00,13.6,5.17433978494627,1.570235000996614,0.156,2.0,11.3
Ohio Street Beach,2016-06-06 14:00:00,15.3,0.59,1.570235000996614,0.13,4.0,11.4
Calumet Beach,2016-06-06 15:00:00,14.1,1.21,1.570235000996614,0.101,4.0,11.2
Montrose Beach,2016-06-06 15:00:00,13.8,5.17433978494627,1.570235000996614,0.194,3.0,11.3
Ohio Street Beach,2016-06-06 15:00:00,15.9,0.68,1.570235000996614,0.127,4.0,11.4
Calumet Beach,2016-06-06 16:00:00,13.9,1.38,1.570235000996614,0.128,4.0,11.2
Montrose Beach,2016-06-06 16:00:00,13.8,5.17433978494627,1.570235000996614,0.2,3.0,11.3
Ohio Street Beach,2016-06-06 16:00:00,16.1,0.6,1.570235000996614,0.176,3.0,11.4
Calumet Beach,2016-06-06 17:00:00,13.6,1.44,1.570235000996614,0.121,3.0,11.2
Calumet Beach,2015-07-04 03:00:00,19.7,1.26,1.570235000996614,0.097,4.0,12.2
63rd Street Beach,2015-07-04 03:00:00,19.6,2.16,1.570235000996614,0.112,6.0,11.5
Montrose Beach,2015-07-04 03:00:00,19.1,2.75,1.570235000996614,0.135,3.0,11.7
Osterman Beach,2015-07-04 03:00:00,18.9,2.2,1.570235000996614,0.136,3.0,11.4
Ohio Street Beach,2015-07-04 03:00:00,19.3,1.49,1.570235000996614,0.087,3.0,10.9
Rainbow Beach,2015-07-04 02:00:00,19.8,1.71,1.570235000996614,0.14,4.0,11.0
Calumet Beach,2015-07-04 04:00:00,19.5,1.49,1.570235000996614,0.089,3.0,12.2
63rd Street Beach,2015-07-04 04:00:00,19.5,2.1,1.570235000996614,0.112,4.0,11.5
Montrose Beach,2015-07-04 04:00:00,18.9,2.34,1.570235000996614,0.14,4.0,11.7
Osterman Beach,2015-07-04 04:00:00,18.8,2.23,1.570235000996614,0.129,4.0,11.4
Ohio Street Beach,2015-07-04 04:00:00,19.3,1.69,1.570235000996614,0.088,3.0,10.9
Rainbow Beach,2015-07-04 03:00:00,19.7,1.71,1.570235000996614,0.144,3.0,11.0
Calumet Beach,2015-07-04 05:00:00,19.4,1.57,1.570235000996614,0.081,3.0,12.2
63rd Street Beach,2015-07-04 05:00:00,19.4,2.08,1.570235000996614,0.107,4.0,11.5
Montrose Beach,2015-07-04 05:00:00,18.8,2.2,1.570235000996614,0.125,3.0,11.7
Osterman Beach,2015-07-04 05:00:00,18.8,2.04,1.570235000996614,0.115,3.0,11.3
Ohio Street Beach,2015-07-04 05:00:00,19.2,1.65,1.570235000996614,0.076,3.0,10.9
Rainbow Beach,2015-07-04 04:00:00,19.5,2.05,1.570235000996614,0.135,3.0,11.0
Calumet Beach,2015-07-04 06:00:00,19.3,1.55,1.570235000996614,0.071,3.0,12.2
63rd Street Beach,2015-07-04 06:00:00,19.3,2.15,1.570235000996614,0.099,5.0,11.5
Montrose Beach,2015-07-04 06:00:00,18.8,2.32,1.570235000996614,0.119,4.0,11.7
Osterman Beach,2015-07-04 06:00:00,18.7,2.12,1.570235000996614,0.117,8.0,11.3
Ohio Street Beach,2015-07-04 06:00:00,19.2,1.43,1.570235000996614,0.082,8.0,10.9
Rainbow Beach,2015-07-04 05:00:00,19.4,1.75,1.570235000996614,0.128,4.0,11.0
